FID_1（网格编号）,FID_1_1,FID_1_1_1,Id,Are,Count_,Count_1,Count_2,,是否商业,工作2/住宅3,其他0,,FINAL 1商业 2工作 3住宅 0其他,,OBJECTID,FID_,COUNT,AREA,MEAN（人口密度）,
2077,2077,2077,0,1000000,1,0,0,,0,3,3,,3,,1928,2077,2,1509575.081,1401.711914,5.11034E-05
2078,2078,2078,0,1000000,0,0,0,,0,3,0,,0,,1929,2078,2,1509575.081,2027.290161,7.39107E-05
2079,2079,2079,0,1000000,0,0,0,,0,3,0,,0,,1930,2079,2,1509575.081,2334.688782,8.51178E-05
2080,2080,2080,0,1000000,0,0,2,,0,2,2,,2,,1931,2080,2,1509575.081,2228.742249,8.12552E-05
2081,2081,2081,0,1000000,1,0,1,,0,3,3,,3,,1932,2081,4,3019150.162,1471.049408,5.36313E-05
2082,2082,2082,0,1000000,0,0,0,,0,3,0,,0,,1933,2082,2,1509575.081,1620.847473,5.90926E-05
2083,2083,2083,0,1000000,0,0,0,,0,3,0,,0,,1934,2083,2,1509575.081,1722.844421,6.28112E-05
2084,2084,2084,0,1000000,1,0,0,,0,3,3,,3,,1935,2084,2,1509575.081,1824.907166,6.65322E-05
2085,2085,2085,0,1000000,1,0,0,,0,3,3,,3,,1936,2085,2,1509575.081,1927.051636,7.02562E-05
2086,2086,2086,0,1000000,0,0,0,,0,3,0,,0,,1937,2086,2,1509575.081,2029.279236,7.39832E-05
2087,2087,2087,0,1000000,0,0,0,,0,3,0,,0,,1938,2087,2,1509575.081,1950.112915,7.1097E-05
2088,2088,2088,0,1000000,0,0,0,,0,3,0,,0,,1939,2088,4,3019150.162,1641.006622,5.98276E-05
2089,2089,2089,0,1000000,0,0,0,,0,3,0,,0,,1940,2089,2,1509575.081,1966.667358,7.17005E-05
2090,2090,2090,0,1000000,0,0,0,,0,3,0,,0,,1941,2090,2,1509575.081,1947.639648,7.10068E-05
2091,2091,2091,0,1000000,0,0,0,,0,3,0,,0,,1942,2091,2,1509575.081,1756.47937,6.40375E-05
2092,2092,2092,0,1000000,0,0,0,,0,3,0,,0,,1943,2092,2,1509575.081,1741.096558,6.34767E-05
2093,2093,2093,0,1000000,0,0,1,,0,2,2,,2,,1944,2093,2,1509575.081,1725.700684,6.29154E-05
2094,2094,2094,0,1000000,0,0,0,,0,3,0,,0,,1945,2094,2,1509575.081,1710.284546,6.23533E-05
2095,2095,2095,0,1000000,0,0,0,,0,3,0,,0,,1946,2095,4,3019150.162,1683.36441,6.13719E-05
2096,2096,2096,0,1000000,0,0,0,,0,3,0,,0,,1947,2096,2,1509575.081,1462.551514,5.33215E-05
2097,2097,2097,0,1000000,0,0,0,,0,3,0,,0,,1948,2097,2,1509575.081,1425.852478,5.19835E-05
2098,2098,2098,0,1000000,0,0,0,,0,3,0,,0,,1949,2098,2,1509575.081,1425.852539,5.19835E-05
2099,2099,2099,0,1000000,0,0,0,,0,3,0,,0,,1950,2099,2,1509575.081,1426.956055,5.20238E-05
2100,2100,2100,0,1000000,0,0,0,,0,3,0,,0,,1951,2100,2,1509575.081,1616.365967,5.89293E-05
2101,2101,2101,0,1000000,0,0,0,,0,3,0,,0,,1952,2101,4,3019150.162,1903.565094,6.93999E-05
2102,2102,2102,0,1000000,0,0,0,,0,3,0,,0,,1953,2102,2,1509575.081,1987.263123,7.24514E-05
2103,2103,2103,0,1000000,0,0,0,,0,3,0,,0,,1954,2103,2,1509575.081,1987.263062,7.24514E-05
2104,2104,2104,0,1000000,0,0,0,,0,3,0,,0,,1955,2104,2,1509575.081,1987.263123,7.24514E-05
2105,2105,2105,0,1000000,0,0,0,,0,3,0,,0,,1956,2105,2,1509575.081,1987.263062,7.24514E-05
2106,2106,2106,0,1000000,0,0,1,,0,2,2,,2,,1957,2106,2,1509575.081,1987.263062,7.24514E-05
2107,2107,2107,0,1000000,0,0,0,,0,3,0,,0,,1958,2107,2,1509575.081,2473.198792,9.01676E-05
2108,2108,2108,0,1000000,0,0,0,,0,3,0,,0,,1959,2108,4,3019150.162,1392.911377,5.07826E-05
2109,2109,2109,0,1000000,0,0,0,,0,3,0,,0,,1960,2109,2,1509575.081,727.4364014,2.65208E-05
2110,2110,2110,0,1000000,0,0,0,,0,3,0,,0,,1961,2110,2,1509575.081,726.0764771,2.64712E-05
2111,2111,2111,0,1000000,0,0,0,,0,3,0,,0,,1962,2111,2,1509575.081,724.7153931,2.64216E-05
2112,2112,2112,0,1000000,0,0,0,,0,3,0,,0,,1963,2112,2,1509575.081,807.8911133,2.9454E-05
2113,2113,2113,0,1000000,0,0,0,,0,3,0,,0,,1964,2113,2,1509575.081,884.8762817,3.22607E-05
2114,2114,2114,0,1000000,0,0,0,,0,3,0,,0,,1965,2114,2,1509575.081,813.8168945,2.967E-05
2115,2115,2115,0,1000000,0,0,0,,0,3,0,,0,,1966,2115,4,3019150.162,825.575592,3.00987E-05
2116,2116,2116,0,1000000,0,0,1,,0,2,2,,2,,1967,2116,2,1509575.081,705.0471191,2.57045E-05
2117,2117,2117,0,1000000,0,0,0,,0,3,0,,0,,1968,2117,2,1509575.081,705.0471802,2.57045E-05
2118,2118,2118,0,1000000,0,0,0,,0,3,0,,0,,1969,2118,2,1509575.081,894.519928,3.26123E-05
2119,2119,2119,0,1000000,0,0,0,,0,3,0,,0,,1970,2119,1,754787.5404,894.5198975,3.26123E-05
2120,2120,2120,0,1000000,0,0,0,,0,3,0,,0,,1971,2120,1,754787.5404,859.0975952,3.13209E-05
2121,2121,2121,0,1000000,0,0,0,,0,3,0,,0,,1972,2121,1,754787.5404,829.2937012,3.02343E-05
2122,2122,2122,0,1000000,0,0,0,,0,3,0,,0,,1973,2122,1,754787.5404,820.1421509,2.99006E-05
2123,2123,2123,0,1000000,0,0,0,,0,3,0,,0,,1974,2123,1,754787.5404,832.8035889,3.03622E-05
2124,2124,2124,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
2125,2125,2125,0,1000000,0,0,0,,0,3,0,,0,,1975,2125,1,754787.5404,796.664856,2.90447E-05
2126,2126,2126,0,1000000,0,0,0,,0,3,0,,0,,1976,2126,1,754787.5404,858.8729858,3.13127E-05
2127,2127,2127,0,1000000,0,0,0,,0,3,0,,0,,1977,2127,1,754787.5404,858.8729248,3.13127E-05
2128,2128,2128,0,1000000,0,0,0,,0,3,0,,0,,1978,2128,1,754787.5404,875.4787598,3.19181E-05
2129,2129,2129,0,1000000,0,0,0,,0,3,0,,0,,1979,2129,1,754787.5404,894.2260742,3.26016E-05
2130,2130,2130,0,1000000,0,0,0,,0,3,0,,0,,1980,2130,1,754787.5404,894.2261353,3.26016E-05
2131,2131,2131,0,1000000,0,0,0,,0,3,0,,0,,1981,2131,1,754787.5404,894.2260742,3.26016E-05
2132,2132,2132,0,1000000,0,0,0,,0,3,0,,0,,1982,2132,2,1509575.081,894.2261353,3.26016E-05
2133,2133,2133,0,1000000,1,0,0,,0,3,3,,3,,1983,2133,1,754787.5404,894.2261353,3.26016E-05
2134,2134,2134,0,1000000,0,0,0,,0,3,0,,0,,1984,2134,1,754787.5404,894.2260742,3.26016E-05
2135,2135,2135,0,1000000,3,0,0,,0,3,3,,3,,1985,2135,1,754787.5404,894.2261353,3.26016E-05
2136,2136,2136,0,1000000,0,0,0,,0,3,0,,0,,1986,2136,1,754787.5404,894.2260742,3.26016E-05
2137,2137,2137,0,1000000,0,0,0,,0,3,0,,0,,1987,2137,1,754787.5404,894.2261353,3.26016E-05
2138,2138,2138,0,1000000,0,0,0,,0,3,0,,0,,1988,2138,1,754787.5404,997.0388794,3.63499E-05
2139,2139,2139,0,1000000,0,0,0,,0,3,0,,0,,1989,2139,2,1509575.081,1576.119202,5.7462E-05
2140,2140,2140,0,1000000,0,0,0,,0,3,0,,0,,1990,2140,1,754787.5404,1246.365234,4.54398E-05
2141,2141,2141,0,1000000,1,0,0,,0,3,3,,3,,1991,2141,1,754787.5404,1176.270508,4.28843E-05
2142,2142,2142,0,1000000,1,0,16,,0,2,2,,2,,1992,2142,1,754787.5404,1176.270386,4.28843E-05
2143,2143,2143,0,1000000,0,0,1,,0,2,2,,2,,1993,2143,1,754787.5404,1176.270508,4.28843E-05
2144,2144,2144,0,1000000,0,0,0,,0,3,0,,0,,1994,2144,1,754787.5404,1176.270508,4.28843E-05
2145,2145,2145,0,1000000,0,0,0,,0,3,0,,0,,1995,2145,2,1509575.081,1176.270508,4.28843E-05
2146,2146,2146,0,1000000,1,0,0,,0,3,3,,3,,1996,2146,1,754787.5404,5308.746094,0.000193546
2147,2147,2147,0,1000000,25,2,7,,1,1,1,,1,,1997,2147,1,754787.5404,6252.540527,0.000227954
2148,2148,2148,0,1000000,193,1,3,,1,1,1,,1,,1998,2148,1,754787.5404,5418.495117,0.000197547
2149,2149,2149,0,1000000,29,3,10,,1,1,1,,1,,1999,2149,1,754787.5404,5418.495117,0.000197547
2150,2150,2150,0,1000000,19,1,37,,1,1,1,,1,,2000,2150,1,754787.5404,9276.424805,0.000338199
2151,2151,2151,0,1000000,59,1,30,,1,1,1,,1,,2001,2151,1,754787.5404,20546.44922,0.00074908
2152,2152,2152,0,1000000,22,2,9,,1,1,1,,1,,2002,2152,2,1509575.081,12160.51978,0.000443347
2153,2153,2153,0,1000000,49,6,6,,1,1,1,,1,,2003,2153,1,754787.5404,4322.428711,0.000157587
2154,2154,2154,0,1000000,1,1,4,,1,1,1,,1,,2004,2154,1,754787.5404,3994.958984,0.000145648
2155,2155,2155,0,1000000,4,0,23,,0,2,2,,2,,2005,2155,1,754787.5404,3782.313965,0.000137895
2156,2156,2156,0,1000000,0,0,0,,0,3,0,,0,,2006,2156,1,754787.5404,3782.314209,0.000137895
2157,2157,2157,0,1000000,2,0,13,,0,2,2,,2,,2007,2157,1,754787.5404,3782.314209,0.000137895
2158,2158,2158,0,1000000,66,1,3,,1,1,1,,1,,2008,2158,1,754787.5404,3782.314209,0.000137895
2159,2159,2159,0,1000000,188,0,1,,0,3,3,,3,,2009,2159,2,1509575.081,3782.314087,0.000137895
2160,2160,2160,0,1000000,8,0,5,,0,3,3,,3,,2010,2160,1,754787.5404,3781.991211,0.000137883
2161,2161,2161,0,1000000,1,0,0,,0,3,3,,3,,2011,2161,1,754787.5404,3091.853271,0.000112722
2162,2162,2162,0,1000000,3,0,1,,0,3,3,,3,,2012,2162,1,754787.5404,2608.064453,9.50845E-05
2163,2163,2163,0,1000000,0,0,2,,0,2,2,,2,,2013,2163,1,754787.5404,2608.064453,9.50845E-05
2164,2164,2164,0,1000000,3,0,4,,0,2,2,,2,,2014,2164,1,754787.5404,2608.064453,9.50845E-05
2165,2165,2165,0,1000000,0,0,1,,0,2,2,,2,,2015,2165,2,1509575.081,3042.004761,0.000110905
2166,2166,2166,0,1000000,6,0,2,,0,3,3,,3,,2016,2166,1,754787.5404,9418.874023,0.000343392
2167,2167,2167,0,1000000,17,1,24,,1,1,1,,1,,2017,2167,1,754787.5404,11802.34375,0.000430288
2168,2168,2168,0,1000000,38,1,16,,1,1,1,,1,,2018,2168,1,754787.5404,11940.36621,0.00043532
2169,2169,2169,0,1000000,12,3,14,,1,1,1,,1,,2019,2169,1,754787.5404,11940.36523,0.00043532
2170,2170,2170,0,1000000,19,0,8,,0,3,3,,3,,2020,2170,1,754787.5404,11325.72266,0.000412912
2171,2171,2171,0,1000000,1,0,2,,0,2,2,,2,,2021,2171,1,754787.5404,4127.244141,0.000150471
2172,2172,2172,0,1000000,0,0,0,,0,3,0,,0,,2022,2172,2,1509575.081,3800.299805,0.000138551
2173,2173,2173,0,1000000,0,0,0,,0,3,0,,0,,2023,2173,1,754787.5404,3037.968994,0.000110758
2174,2174,2174,0,1000000,0,0,0,,0,3,0,,0,,2024,2174,1,754787.5404,1989.861938,7.25461E-05
2175,2175,2175,0,1000000,0,0,0,,0,3,0,,0,,2025,2175,1,754787.5404,3262.529785,0.000118945
2176,2176,2176,0,1000000,0,0,0,,0,3,0,,0,,2026,2176,1,754787.5404,3487.918945,0.000127162
2177,2177,2177,0,1000000,0,0,0,,0,3,0,,0,,2027,2177,1,754787.5404,3477.995117,0.0001268
2178,2178,2178,0,1000000,0,0,0,,0,3,0,,0,,2028,2178,2,1509575.081,3481.694702,0.000126935
2179,2179,2179,0,1000000,0,0,1,,0,2,2,,2,,2029,2179,1,754787.5404,3487.918945,0.000127162
2180,2180,2180,0,1000000,0,0,0,,0,3,0,,0,,2030,2180,1,754787.5404,3487.918945,0.000127162
2181,2181,2181,0,1000000,0,0,0,,0,3,0,,0,,2031,2181,1,754787.5404,3487.918945,0.000127162
2182,2182,2182,0,1000000,0,0,0,,0,3,0,,0,,2032,2182,1,754787.5404,3487.918945,0.000127162
2183,2183,2183,0,1000000,0,0,0,,0,3,0,,0,,2033,2183,1,754787.5404,3487.918945,0.000127162
2184,2184,2184,0,1000000,0,0,1,,0,2,2,,2,,2034,2184,1,754787.5404,3112.59082,0.000113478
2185,2185,2185,0,1000000,0,0,1,,0,2,2,,2,,2035,2185,2,1509575.081,2333.939575,8.50905E-05
2186,2186,2186,0,1000000,0,0,0,,0,3,0,,0,,2036,2186,1,754787.5404,2435.661377,8.8799E-05
2187,2187,2187,0,1000000,0,0,1,,0,2,2,,2,,2037,2187,1,754787.5404,2257.375,8.22991E-05
2188,2188,2188,0,1000000,0,0,0,,0,3,0,,0,,2038,2188,1,754787.5404,1645.631836,5.99962E-05
2189,2189,2189,0,1000000,0,0,0,,0,3,0,,0,,2039,2189,1,754787.5404,1645.631836,5.99962E-05
2190,2190,2190,0,1000000,0,0,0,,0,3,0,,0,,2040,2190,1,754787.5404,1645.631836,5.99962E-05
2191,2191,2191,0,1000000,0,0,0,,0,3,0,,0,,2041,2191,1,754787.5404,1645.631714,5.99962E-05
2192,2192,2192,0,1000000,0,0,0,,0,3,0,,0,,2042,2192,2,1509575.081,1645.631714,5.99962E-05
2193,2193,2193,0,1000000,0,0,0,,0,3,0,,0,,2043,2193,1,754787.5404,1467.277466,5.34938E-05
2194,2194,2194,0,1000000,0,0,0,,0,3,0,,0,,2044,2194,1,754787.5404,1425.852539,5.19835E-05
2195,2195,2195,0,1000000,0,0,2,,0,2,2,,2,,2045,2195,1,754787.5404,1425.852539,5.19835E-05
2196,2196,2196,0,1000000,0,0,1,,0,2,2,,2,,2046,2196,1,754787.5404,1425.852539,5.19835E-05
2197,2197,2197,0,1000000,0,0,0,,0,3,0,,0,,2047,2197,1,754787.5404,1425.852661,5.19836E-05
2198,2198,2198,0,1000000,0,0,3,,0,2,2,,2,,2048,2198,2,1509575.081,1699.589111,6.19634E-05
2199,2199,2199,0,1000000,1,0,0,,0,3,3,,3,,2049,2199,1,754787.5404,1987.263184,7.24514E-05
2200,2200,2200,0,1000000,0,0,0,,0,3,0,,0,,2050,2200,1,754787.5404,1987.263062,7.24514E-05
2201,2201,2201,0,1000000,0,0,0,,0,3,0,,0,,2051,2201,1,754787.5404,2736.184326,9.97555E-05
2202,2202,2202,0,1000000,0,0,0,,0,3,0,,0,,2052,2202,1,754787.5404,3580.976318,0.000130555
2203,2203,2203,0,1000000,1,0,0,,0,3,3,,3,,2053,2203,1,754787.5404,3793.094482,0.000138288
2204,2204,2204,0,1000000,0,0,0,,0,3,0,,0,,2054,2204,1,754787.5404,4111.783203,0.000149907
2205,2205,2205,0,1000000,0,0,0,,0,3,0,,0,,2055,2205,2,1509575.081,3885.608398,0.000141661
2206,2206,2206,0,1000000,0,0,0,,0,3,0,,0,,2056,2206,1,754787.5404,705.0471802,2.57045E-05
2207,2207,2207,0,1000000,0,0,0,,0,3,0,,0,,2057,2207,1,754787.5404,705.0471802,2.57045E-05
2208,2208,2208,0,1000000,0,0,0,,0,3,0,,0,,2058,2208,1,754787.5404,717.244751,2.61492E-05
2209,2209,2209,0,1000000,0,0,0,,0,3,0,,0,,2059,2209,1,754787.5404,791.1754761,2.88446E-05
2210,2210,2210,0,1000000,0,0,0,,0,3,0,,0,,2060,2210,1,754787.5404,875.232605,3.19091E-05
2211,2211,2211,0,1000000,0,0,0,,0,3,0,,0,,2061,2211,1,754787.5404,733.1138916,2.67278E-05
2212,2212,2212,0,1000000,0,0,1,,0,2,2,,2,,2062,2212,2,1509575.081,709.5570984,2.58689E-05
2213,2213,2213,0,1000000,0,0,0,,0,3,0,,0,,2063,2213,1,754787.5404,705.0471802,2.57045E-05
2214,2214,2214,0,1000000,2,0,1,,0,3,3,,3,,2064,2214,1,754787.5404,705.0471191,2.57045E-05
2215,2215,2215,0,1000000,0,0,0,,0,3,0,,0,,2065,2215,1,754787.5404,705.0471802,2.57045E-05
2216,2216,2216,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
2217,2217,2217,0,1000000,0,0,0,,0,3,0,,0,,2066,2217,1,754787.5404,858.8729248,3.13127E-05
2218,2218,2218,0,1000000,0,0,0,,0,3,0,,0,,2067,2218,1,754787.5404,858.8729858,3.13127E-05
2219,2219,2219,0,1000000,0,0,2,,0,2,2,,2,,2068,2219,1,754787.5404,858.8729248,3.13127E-05
2220,2220,2220,0,1000000,0,0,0,,0,3,0,,0,,2069,2220,1,754787.5404,858.8729248,3.13127E-05
2221,2221,2221,0,1000000,0,0,0,,0,3,0,,0,,2070,2221,1,754787.5404,858.8729858,3.13127E-05
2222,2222,2222,0,1000000,0,0,0,,0,3,0,,0,,2071,2222,1,754787.5404,847.7097168,3.09057E-05
2223,2223,2223,0,1000000,0,0,0,,0,3,0,,0,,2072,2223,2,1509575.081,853.0997314,3.11022E-05
2224,2224,2224,0,1000000,0,0,0,,0,3,0,,0,,2073,2224,1,754787.5404,858.8729248,3.13127E-05
2225,2225,2225,0,1000000,0,0,0,,0,3,0,,0,,2074,2225,1,754787.5404,858.8729248,3.13127E-05
2226,2226,2226,0,1000000,0,0,0,,0,3,0,,0,,2075,2226,1,754787.5404,867.0487671,3.16108E-05
2227,2227,2227,0,1000000,0,0,0,,0,3,0,,0,,2076,2227,1,754787.5404,879.7875977,3.20752E-05
2228,2228,2228,0,1000000,0,0,0,,0,3,0,,0,,2077,2228,1,754787.5404,894.2028809,3.26007E-05
2229,2229,2229,0,1000000,0,0,1,,0,2,2,,2,,2078,2229,1,754787.5404,894.2261353,3.26016E-05
2230,2230,2230,0,1000000,0,0,0,,0,3,0,,0,,2079,2230,2,1509575.081,894.2261353,3.26016E-05
2231,2231,2231,0,1000000,0,0,0,,0,3,0,,0,,2080,2231,1,754787.5404,894.2261353,3.26016E-05
2232,2232,2232,0,1000000,1,0,0,,0,3,3,,3,,2081,2232,1,754787.5404,894.2260742,3.26016E-05
2233,2233,2233,0,1000000,0,0,0,,0,3,0,,0,,2082,2233,1,754787.5404,894.2261353,3.26016E-05
2234,2234,2234,0,1000000,0,0,0,,0,3,0,,0,,2083,2234,1,754787.5404,894.2260742,3.26016E-05
2235,2235,2235,0,1000000,0,0,0,,0,3,0,,0,,2084,2235,1,754787.5404,894.2261353,3.26016E-05
2236,2236,2236,0,1000000,0,0,0,,0,3,0,,0,,2085,2236,1,754787.5404,1159.230347,4.22631E-05
2237,2237,2237,0,1000000,0,0,0,,0,3,0,,0,,2086,2237,2,1509575.081,1338.013428,4.87811E-05
2238,2238,2238,0,1000000,1,0,0,,0,3,3,,3,,2087,2238,1,754787.5404,1176.270508,4.28843E-05
2239,2239,2239,0,1000000,1,0,1,,0,3,3,,3,,2088,2239,1,754787.5404,1176.270508,4.28843E-05
2240,2240,2240,0,1000000,1,0,1,,0,3,3,,3,,2089,2240,1,754787.5404,1176.270508,4.28843E-05
2241,2241,2241,0,1000000,0,0,1,,0,2,2,,2,,2090,2241,1,754787.5404,1176.270508,4.28843E-05
2242,2242,2242,0,1000000,0,0,1,,0,2,2,,2,,2091,2242,1,754787.5404,1176.270508,4.28843E-05
2243,2243,2243,0,1000000,1,0,0,,0,3,3,,3,,2092,2243,2,1509575.081,1176.270508,4.28843E-05
2244,2244,2244,0,1000000,31,1,1,,1,1,1,,1,,2093,2244,1,754787.5404,7282.741699,0.000265513
2245,2245,2245,0,1000000,10,0,3,,0,3,3,,3,,2094,2245,1,754787.5404,7161.248047,0.000261084
2246,2246,2246,0,1000000,11,0,4,,0,3,3,,3,,2095,2246,1,754787.5404,6539.305176,0.000238409
2247,2247,2247,0,1000000,11,0,1,,0,3,3,,3,,2096,2247,1,754787.5404,6716.439453,0.000244867
2248,2248,2248,0,1000000,12,0,18,,0,2,2,,2,,2097,2248,1,754787.5404,14295.76758,0.000521193
2249,2249,2249,0,1000000,12,0,2,,0,3,3,,3,,2098,2249,1,754787.5404,17034.69141,0.000621049
2250,2250,2250,0,1000000,8,0,12,,0,2,2,,2,,2099,2250,2,1509575.081,5694.51709,0.00020761
2251,2251,2251,0,1000000,3,0,7,,0,2,2,,2,,2100,2251,1,754787.5404,5523.158691,0.000201363
2252,2252,2252,0,1000000,6,0,10,,0,2,2,,2,,2101,2252,1,754787.5404,4804.001953,0.000175144
2253,2253,2253,0,1000000,0,0,1,,0,2,2,,2,,2102,2253,1,754787.5404,3782.313965,0.000137895
2254,2254,2254,0,1000000,4,1,4,,1,1,1,,1,,2103,2254,1,754787.5404,3782.313965,0.000137895
2255,2255,2255,0,1000000,3,1,4,,1,1,1,,1,,2104,2255,1,754787.5404,3782.314209,0.000137895
2256,2256,2256,0,1000000,5,0,5,,0,3,3,,3,,2105,2256,1,754787.5404,3782.313965,0.000137895
2257,2257,2257,0,1000000,7,0,2,,0,3,3,,3,,2106,2257,2,1509575.081,3782.313965,0.000137895
2258,2258,2258,0,1000000,2,0,28,,0,2,2,,2,,2107,2258,1,754787.5404,2966.829102,0.000108164
2259,2259,2259,0,1000000,0,0,0,,0,3,0,,0,,2108,2259,1,754787.5404,2608.064453,9.50845E-05
2260,2260,2260,0,1000000,0,0,0,,0,3,0,,0,,2109,2260,1,754787.5404,2608.064453,9.50845E-05
2261,2261,2261,0,1000000,0,0,2,,0,2,2,,2,,2110,2261,1,754787.5404,2608.064453,9.50845E-05
2262,2262,2262,0,1000000,3,0,3,,0,3,3,,3,,2111,2262,1,754787.5404,2608.064453,9.50845E-05
2263,2263,2263,0,1000000,4,0,2,,0,3,3,,3,,2112,2263,2,1509575.081,2751.575073,0.000100317
2264,2264,2264,0,1000000,8,0,3,,0,3,3,,3,,2113,2264,1,754787.5404,11870.00684,0.000432755
2265,2265,2265,0,1000000,3,0,2,,0,3,3,,3,,2114,2265,1,754787.5404,11940.36523,0.00043532
2266,2266,2266,0,1000000,13,0,6,,0,3,3,,3,,2115,2266,1,754787.5404,11940.36621,0.00043532
2267,2267,2267,0,1000000,7,0,64,,0,2,2,,2,,2116,2267,1,754787.5404,10600.66309,0.000386478
2268,2268,2268,0,1000000,14,0,90,,0,2,2,,2,,2117,2268,1,754787.5404,4106.963379,0.000149731
2269,2269,2269,0,1000000,0,0,81,,0,2,2,,2,,2118,2269,1,754787.5404,4105.369141,0.000149673
2270,2270,2270,0,1000000,2,0,8,,0,2,2,,2,,2119,2270,2,1509575.081,4105.369141,0.000149673
2271,2271,2271,0,1000000,0,0,4,,0,2,2,,2,,2120,2271,1,754787.5404,4076.402832,0.000148617
2272,2272,2272,0,1000000,0,0,0,,0,3,0,,0,,2121,2272,1,754787.5404,3489.289063,0.000127212
2273,2273,2273,0,1000000,0,0,0,,0,3,0,,0,,2122,2273,1,754787.5404,3487.918945,0.000127162
2274,2274,2274,0,1000000,1,0,0,,0,3,3,,3,,2123,2274,1,754787.5404,3487.918945,0.000127162
2275,2275,2275,0,1000000,1,0,0,,0,3,3,,3,,2124,2275,1,754787.5404,3487.918945,0.000127162
2276,2276,2276,0,1000000,3,0,0,,0,3,3,,3,,2125,2276,2,1509575.081,3487.919067,0.000127162
2277,2277,2277,0,1000000,13,0,2,,0,3,3,,3,,2126,2277,1,754787.5404,3487.918945,0.000127162
2278,2278,2278,0,1000000,1,0,4,,0,2,2,,2,,2127,2278,1,754787.5404,3487.918945,0.000127162
2279,2279,2279,0,1000000,0,0,0,,0,3,0,,0,,2128,2279,1,754787.5404,3487.918945,0.000127162
2280,2280,2280,0,1000000,1,0,0,,0,3,3,,3,,2129,2280,1,754787.5404,3203.884521,0.000116807
2281,2281,2281,0,1000000,0,0,0,,0,3,0,,0,,2130,2281,1,754787.5404,3012.455566,0.000109828
2282,2282,2282,0,1000000,2,0,0,,0,3,3,,3,,2131,2282,1,754787.5404,2797.368408,0.000101986
2283,2283,2283,0,1000000,2,0,2,,0,3,3,,3,,2132,2283,2,1509575.081,2435.661133,8.8799E-05
2284,2284,2284,0,1000000,2,0,4,,0,2,2,,2,,2133,2284,1,754787.5404,2435.661133,8.8799E-05
2285,2285,2285,0,1000000,2,0,0,,0,3,3,,3,,2134,2285,1,754787.5404,2368.191895,8.63392E-05
2286,2286,2286,0,1000000,0,0,0,,0,3,0,,0,,2135,2286,1,754787.5404,1645.631836,5.99962E-05
2287,2287,2287,0,1000000,0,0,0,,0,3,0,,0,,2136,2287,1,754787.5404,1645.631836,5.99962E-05
2288,2288,2288,0,1000000,9,1,11,,1,1,1,,1,,2137,2288,1,754787.5404,1645.631714,5.99962E-05
2289,2289,2289,0,1000000,3,0,1,,0,3,3,,3,,2138,2289,1,754787.5404,1645.631714,5.99962E-05
2290,2290,2290,0,1000000,0,0,0,,0,3,0,,0,,2139,2290,2,1509575.081,1645.631836,5.99962E-05
2291,2291,2291,0,1000000,0,0,0,,0,3,0,,0,,2140,2291,1,754787.5404,1498.247925,5.46229E-05
2292,2292,2292,0,1000000,0,0,0,,0,3,0,,0,,2141,2292,1,754787.5404,1425.852539,5.19835E-05
2293,2293,2293,0,1000000,0,0,1,,0,2,2,,2,,2142,2293,1,754787.5404,1425.852417,5.19835E-05
2294,2294,2294,0,1000000,4,0,3,,0,3,3,,3,,2143,2294,1,754787.5404,1425.852539,5.19835E-05
2295,2295,2295,0,1000000,0,0,3,,0,2,2,,2,,2144,2295,1,754787.5404,1425.852417,5.19835E-05
2296,2296,2296,0,1000000,0,0,0,,0,3,0,,0,,2145,2296,2,1509575.081,1857.327271,6.77142E-05
2297,2297,2297,0,1000000,0,0,0,,0,3,0,,0,,2146,2297,1,754787.5404,2781.091797,0.000101393
2298,2298,2298,0,1000000,0,0,0,,0,3,0,,0,,2147,2298,1,754787.5404,2997.887695,0.000109297
2299,2299,2299,0,1000000,1,0,0,,0,3,3,,3,,2148,2299,1,754787.5404,3587.017578,0.000130775
2300,2300,2300,0,1000000,0,0,0,,0,3,0,,0,,2149,2300,1,754787.5404,4111.783203,0.000149907
2301,2301,2301,0,1000000,1,0,2,,0,2,2,,2,,2150,2301,1,754787.5404,4111.783691,0.000149907
2302,2302,2302,0,1000000,0,0,0,,0,3,0,,0,,2151,2302,1,754787.5404,4111.783203,0.000149907
2303,2303,2303,0,1000000,0,0,0,,0,3,0,,0,,2152,2303,2,1509575.081,3885.608398,0.000141661
2304,2304,2304,0,1000000,0,0,0,,0,3,0,,0,,2153,2304,1,754787.5404,705.0471802,2.57045E-05
2305,2305,2305,0,1000000,0,0,0,,0,3,0,,0,,2154,2305,1,754787.5404,705.0471802,2.57045E-05
2306,2306,2306,0,1000000,0,0,0,,0,3,0,,0,,2155,2306,1,754787.5404,705.0471802,2.57045E-05
2307,2307,2307,0,1000000,0,0,0,,0,3,0,,0,,2156,2307,1,754787.5404,729.1676025,2.65839E-05
2308,2308,2308,0,1000000,1,0,0,,0,3,3,,3,,2157,2308,1,754787.5404,763.7053833,2.78431E-05
2309,2309,2309,0,1000000,0,0,0,,0,3,0,,0,,2158,2309,1,754787.5404,705.0472412,2.57045E-05
2310,2310,2310,0,1000000,0,0,0,,0,3,0,,0,,2159,2310,2,1509575.081,705.0471802,2.57045E-05
